社名,電話番号,所在地,代表者,事業内容,企業URL,URL,取得日時
株式会社Axis,,大阪府大阪市中央区道修町1-2-11,伊藤健史,,,https://baitona-joshi.jp/shop/004721/,2025/08/04/10:20
アサヒサンクリーン株式会社,,静岡県静岡市葵区本通十丁目8番地の1,浅井孝行,訪問入浴介護訪問介護居宅介護支援地域包括支援センター通所介護（デイサービス）認知症対応型通所介護短期入所生活介護（ショートステイ）グループホーム特定施設入居者生活介護（介護付きホーム）介護予防事業放課後等デイサービス福祉用具貸与（レンタル）特定福祉用具販売（販売）住宅改修,https://www.asahi-sun-clean.co.jp/,https://baitona-joshi.jp/shop/004722/,2025/08/04/10:20
森野内科医院,077-587-3636,,,,,https://baitona-joshi.jp/shop/004723/,2025/08/04/10:20
株式会社王将フードサービス,077-587-5655,京都府京都市山科区西野山射庭ノ上町294番地の1,渡邊直人,中華料理レストランチェーン,https://ir.ohsho.co.jp/,https://baitona-joshi.jp/shop/004724/,2025/08/04/10:20
医療法人社団小林歯科医院,,滋賀県野洲市小篠原1147-8,小林三男,,https://kobayashidc.net/,https://baitona-joshi.jp/shop/004725/,2025/08/04/10:20
樋上歯科医院,077-586-0555,,,,,https://baitona-joshi.jp/shop/004726/,2025/08/04/10:20
Addiehairdesign,,,,,,https://baitona-joshi.jp/shop/004727/,2025/08/04/10:20
特定非営利活動法人ゆうらいふ,077-584-4609,滋賀県守山市立田町1231番地4,山田亘宏,介護サービス事業保育事業地域活動委託事業,https://www.youlife.ne.jp/,https://baitona-joshi.jp/shop/004728/,2025/08/04/10:20
HAIRSTUDIOIWASAKI（イワサキ）滋賀守山小島店,,,,,,https://baitona-joshi.jp/shop/004729/,2025/08/04/10:20
合同会社ビバース,077-571-4005,滋賀県大津市仰木の里東7丁目15番14号,千本卓実,ﾘﾗｸｾﾞｰｼｮﾝ店舗運営・管理・ｱﾛﾏ関連商品の販売,https://vivace.grupo.jp/,https://baitona-joshi.jp/shop/004730/,2025/08/04/10:20
株式会社ポキポキ堂フィジカルラボ,077-572-0193,滋賀県大津市今堅田２丁目１８番１１号,田中教尋,,https://pokipokidou.com/,https://baitona-joshi.jp/shop/004731/,2025/08/04/10:20
サトフードサービス株式会社,077-573-0579,大阪市中央区安土町2丁目3番13号大阪国際ビルディング3階,杉本貴之,飲食店の経営およびフランチャイズ本部の運営等,https://sato-res.com/?amp_device_id=Ls7ZVyalR6-Uv7igmawRYj,https://baitona-joshi.jp/shop/004732/,2025/08/04/10:20
くら寿司株式会社,03-5727-0910,大阪府堺市中区深阪1-2-2,田中邦彦,,https://www.kurasushi.co.jp/company/company/aboutus.php,https://baitona-joshi.jp/shop/004733/,2025/08/04/10:20
株式会社すかいらーくホールディングス,,東京都武蔵野市西久保1-25-8（三鷹第3オフィス）,谷真,フードサービス事業全般、その他周辺事業,https://corp.skylark.co.jp/,https://baitona-joshi.jp/shop/004734/,2025/08/04/10:20
尾松第二歯科,077-573-6487,滋賀県大津市真野１丁目３−３４,,,https://www.omatsudaini.jp/,https://baitona-joshi.jp/shop/004735/,2025/08/04/10:20
医療法人はしもと歯科医院,,滋賀県大津市本堅田4-18-38レークサイド佐倉マンション,橋本高生,,https://www.hashimotosika.jp/,https://baitona-joshi.jp/shop/004736/,2025/08/04/10:20
TRESS＋n,077-574-4222,,,,,https://baitona-joshi.jp/shop/004737/,2025/08/04/10:20
株式会社AB&Company,077-511-9718,東京都新宿区新宿二丁目16番6号新宿イーストスクエアビル6階,市瀬一浩,直営美容室運営事業フランチャイズ事業インテリアデザイン事業,https://ab-company.co.jp/jp/,https://baitona-joshi.jp/shop/004738/,2025/08/04/10:20
Amu.enbyTioll,077-573-0370,,,,,https://baitona-joshi.jp/shop/004739/,2025/08/04/10:20
株式会社Ninternational,03-3836-9191,,,,,https://baitona-joshi.jp/shop/004740/,2025/08/04/10:20
HumanCapitalCreate株式会社,080-4921-1963,東京都杉並区高円寺北1-21-5,田中裕,美容業界コンサルティング、店舗運営,https://hcc-inc.jp/,https://baitona-joshi.jp/shop/004741/,2025/08/04/10:20
HumanCapitalCreate株式会社,03-3837-7730,東京都杉並区高円寺北1-21-5,田中裕,美容業界コンサルティング、店舗運営,https://hcc-inc.jp/,https://baitona-joshi.jp/shop/004742/,2025/08/04/10:20
株式会社スヴェンソン,03-5283-6554,東京都港区赤坂1-12-32アーク森ビル17階,児玉圭司,ヘアウィービングシステム（編み込み式増毛法）を活用した男性向けかつらの製造、販売、理美容サービス女性向けウィッグの製造、販売、理美容サービスヘアケア商品の販売,https://www.svenson.co.jp/,https://baitona-joshi.jp/shop/004743/,2025/08/04/10:20
叶ビジネス株式会社,03-5817-4808,東京都文京区湯島３丁目３５番１号,,,,https://baitona-joshi.jp/shop/004744/,2025/08/04/10:20
株式会社はあと,070-8973-1582,京都府京都市下京区鍵屋町347-1,小原麻央,ネイルサロン・美容製品開発及び販売・フランチャイズ運営,https://heartnail.jp/,https://baitona-joshi.jp/shop/004745/,2025/08/04/10:20
鴻池メディカル株式会社,,東京都千代田区有楽町1-6-4千代田ビル,髙見英喜,滅菌代行業務院内物流請負業務院外物流システムの設計と運用サービス物品管理システムの開発・販売医学資料管理・配信サービス病院内環境整備業務各種コンサルティングサービス物品管理業務関連用品の販売医療機器等の販売貸出医療機器等の洗浄・メンテナンス・物流サービス（医療メーカー様向けサービス）医療機器製造業務化粧品製造業（包装・表示・保管サービスに限る）,https://www.konoike-medical.co.jp/,https://baitona-joshi.jp/shop/004746/,2025/08/04/10:20
daGIORGIO,03-5826-4300,,,,,https://baitona-joshi.jp/shop/004747/,2025/08/04/10:20
C-United株式会社,03-3832-9538,東京都港区芝大門2丁目1番12号KDX芝大門ビル1階・9階,友成勇樹,カフェチェーンの経営（直営店及びフランチャイズ店舗）/物販事業/食材卸売事業,https://c-united.co.jp/abouts/profile/,https://baitona-joshi.jp/shop/004748/,2025/08/04/10:20
石神歯科医院,03-3835-0648,東京都文京区湯島3-16-1徳和ビル2Ｆ,石神栄隆,,https://ishigamishika.com/,https://baitona-joshi.jp/shop/004749/,2025/08/04/10:20
株式会社ベリーラッシュジャパン,080-7973-2769,東京都板橋区板橋1－48－4ウッドリバー2B,堀内学,,,https://baitona-joshi.jp/shop/004750/,2025/08/04/10:20
DreamNail,03-6662-9059,,,,,https://baitona-joshi.jp/shop/004751/,2025/08/04/10:20
医療法人社団祥史会綾瀬中央診療所,050-1864-7884,東京都葛飾区小菅４丁目９−１３,中川裕太,,https://ayase-med.com/,https://baitona-joshi.jp/shop/004752/,2025/08/04/10:20
綾瀬グラン歯科,,東京都足立区綾瀬３丁目２−３綾瀬プラチナビル1階,板阪健太,,https://www.ayase-grand-dc.com/,https://baitona-joshi.jp/shop/004754/,2025/08/04/10:20
株式会社クオーレ・プランニング,03-6662-6659,千葉県柏市中央町5-16穂高第2ブラザーズ柏25,渡部康二,,https://www.cuore-planning.co.jp/recruit/,https://baitona-joshi.jp/shop/004755/,2025/08/04/10:20
株式会社Honeycombstructure,03-5856-2366,東京都文京区本郷1-15-2,中嶋聖悟,髪質改善ヘアエステサロンAInoaのチェーン本部運営/直営美容室の運営（海外含む）マツエクサロン/ネイルサロン/WEB制作事業/コンサルタント事業/オリジナル商品の製造販売,https://ainoa-salon.com/,https://baitona-joshi.jp/shop/004756/,2025/08/04/10:20
株式会社AB&Company,03-5856-3729,東京都新宿区新宿二丁目16番6号新宿イーストスクエアビル6階,市瀬一浩,直営美容室運営事業フランチャイズ事業インテリアデザイン事業,https://ab-company.co.jp/jp/,https://baitona-joshi.jp/shop/004757/,2025/08/04/10:20
株式会社トップライド,080-4890-1668,千葉県柏市柏2-5-5ザ・カシワ拾番2階,渡部賢一,,http://brave-world.net/,https://baitona-joshi.jp/shop/004758/,2025/08/04/10:20
株式会社KidsSmileProject,03-6802-5390,東京都品川区西五反田一丁目3番8号五反田PLACE7階,中西正文,・認可保育園、プレスクール・幼児教室、学童施設、スイミングスクールの運営・幼児教育教材開発等,https://www.kidsgarden.co.jp/,https://baitona-joshi.jp/shop/004759/,2025/08/04/10:20
株式会社Crossvi,0564-22-5515,愛知県名古屋市中村区大秋町2丁目53番地1,加藤真紀,まつげエクステサロン、ネイルサロン,http://coco-coco.com/corporate.html,https://baitona-joshi.jp/shop/004760/,2025/08/04/10:20
株式会社FragrantWind,,愛知県安城市三河安城本町２丁目１番地６レゾンシティ三河安城ザ・レジデンス１７,,,,https://baitona-joshi.jp/shop/004761/,2025/08/04/10:20
Chouette,,,,,,https://baitona-joshi.jp/shop/004762/,2025/08/04/10:20
株式会社マックスコムズウエストトライコムズ・カットコムズ,,富山県富山市田中町1丁目16番4号,前川政光,トライコムズ／カットコムズの運営,https://www.cutcomz.jp/recruit/,https://baitona-joshi.jp/shop/004763/,2025/08/04/10:20
有限会社パージ,0564-54-3377,愛知県長久手市蟹原191,五輪秀朗,,https://parge.jp/,https://baitona-joshi.jp/shop/004764/,2025/08/04/10:20
株式会社シーユーシー・ホスピス,,東京都港区芝浦3丁目1−1msbTamachi田町ステーションタワーN15階,濵口慶太,ホスピス型住宅施設の運営訪問看護事業所運営訪問介護事業所運営居宅介護および重度訪問介護事業所,https://cuc-hospice.com/rehope/,https://baitona-joshi.jp/shop/004766/,2025/08/04/10:20
株式会社アジアル,,愛知県名古屋市中区栄五丁目11番14号,浅野一,,https://www.ajial.jp/corp.html,https://baitona-joshi.jp/shop/004767/,2025/08/04/10:20
株式会社シュゼット・ホールディングス,0564-73-7548,兵庫県西宮市久保町5-16ハーバースタジオ43南館,蟻田剛毅,菓子・パン類の製造・販売ならびに喫茶、左記に関する付帯業務,https://www.suzette.co.jp/,https://baitona-joshi.jp/shop/004768/,2025/08/04/10:20
LiCOファミリー歯科,0564-73-8838,愛知県岡崎市両町１丁目２５,中村亮太,,https://www.lico-dental.com/,https://baitona-joshi.jp/shop/004769/,2025/08/04/10:20
株式会社ハクブン,,神奈川県横浜市青葉区新石川3丁目15番23号,岩崎博文,美容室チェーンの管理・運営美容材料の仕入販売,https://hkbn.co.jp/,https://baitona-joshi.jp/shop/004770/,2025/08/04/10:20
南医療生活協同組合,052-619-5578,名古屋市緑区南大高二丁目24番地,,,https://minami.or.jp/,https://baitona-joshi.jp/shop/004771/,2025/08/04/10:20
社会福祉法人名古屋キリスト教社会館,,愛知県名古屋市南区三吉町6-17,湧井規子,■コミュニティーケアセンターの運営■発達センターの運営■支援センターの運営,https://www.shakaikan.com/,https://baitona-joshi.jp/shop/004772/,2025/08/04/10:20
名南ファミリークリニック,052-619-7666,愛知県名古屋市南区三吉町５丁目３３番,山中秀高,,http://www.meinan-fcl.com/,https://baitona-joshi.jp/shop/004773/,2025/08/04/10:20
くら寿司株式会社,052-619-6888,大阪府堺市中区深阪1-2-2,田中邦彦,,https://www.kurasushi.co.jp/company/company/aboutus.php,https://baitona-joshi.jp/shop/004774/,2025/08/04/10:20
ひかり歯科,,,,,,https://baitona-joshi.jp/shop/004775/,2025/08/04/10:20
認定こども園葵第二幼稚園,052-611-6758,,,,,https://baitona-joshi.jp/shop/004776/,2025/08/04/10:20
菜の花保育園,,,,,,https://baitona-joshi.jp/shop/004777/,2025/08/04/10:20
白水保育園,052-611-0439,,,,,https://baitona-joshi.jp/shop/004778/,2025/08/04/10:20
株式会社トットメイト,,,,,,https://baitona-joshi.jp/shop/004779/,2025/08/04/10:20
BePRIZE,047-486-6951,,,,,https://baitona-joshi.jp/shop/004780/,2025/08/04/10:20
株式会社コメダ,047-487-7788,愛知県名古屋市東区葵三丁目12番23号,甘利祐一,コーヒーショップおよびフランチャイズチェーンの経営,https://www.komeda.co.jp/company/outline.html,https://baitona-joshi.jp/shop/004781/,2025/08/04/10:20
勝田台歯科医院,,,,,,https://baitona-joshi.jp/shop/004782/,2025/08/04/10:20
いまい歯科,,,,,,https://baitona-joshi.jp/shop/004783/,2025/08/04/10:20
Lilly,047-483-0609,,,,,https://baitona-joshi.jp/shop/004784/,2025/08/04/10:20
株式会社AB&Company,047-480-9887,東京都新宿区新宿二丁目16番6号新宿イーストスクエアビル6階,市瀬一浩,直営美容室運営事業フランチャイズ事業インテリアデザイン事業,https://ab-company.co.jp/jp/,https://baitona-joshi.jp/shop/004785/,2025/08/04/10:20
(株)SY.DAY,,,,,,https://baitona-joshi.jp/shop/004786/,2025/08/04/10:20
株式会社ハクブン,047-483-0233,神奈川県横浜市青葉区新石川3丁目15番23号,岩崎博文,美容室チェーンの管理・運営美容材料の仕入販売,https://hkbn.co.jp/,https://baitona-joshi.jp/shop/004787/,2025/08/04/10:20
ことり保育園,047-456-8346,,,,,https://baitona-joshi.jp/shop/004788/,2025/08/04/10:20
勝田台病院内ひよこ保育所,,,,,,https://baitona-joshi.jp/shop/004789/,2025/08/04/10:20
BeHouse,047-356-7623,,,,,https://baitona-joshi.jp/shop/004790/,2025/08/04/10:20
elfroole,047-711-2287,,,,,https://baitona-joshi.jp/shop/004791/,2025/08/04/10:20
FURANEYELASH&EYEBROW,047-720-1726,,,,,https://baitona-joshi.jp/shop/004792/,2025/08/04/10:20
mayc,,,,,,https://baitona-joshi.jp/shop/004793/,2025/08/04/10:20
statice,047-712-6505,,,,,https://baitona-joshi.jp/shop/004794/,2025/08/04/10:20
こぱんはうすさくら行徳駅前教室,047-311-4102,,,,,https://baitona-joshi.jp/shop/004795/,2025/08/04/10:20
株式会社すかいらーくホールディングス,047-390-1457,東京都武蔵野市西久保1-25-8（三鷹第3オフィス）,谷真,フードサービス事業全般、その他周辺事業,https://corp.skylark.co.jp/,https://baitona-joshi.jp/shop/004796/,2025/08/04/10:20
ネイルサロンTN,047-397-0006,,,,,https://baitona-joshi.jp/shop/004797/,2025/08/04/10:20
コンパス幼保園,,,,,,https://baitona-joshi.jp/shop/004798/,2025/08/04/10:20
まごころクリニック,047-318-3977,,,,,https://baitona-joshi.jp/shop/004799/,2025/08/04/10:20
CrealaLuce（クレアラルーチェ）折尾駅前店,050-8885-4814,,,,,https://baitona-joshi.jp/shop/004800/,2025/08/04/10:20
訪問理容・美容ピュア,,,,,,https://baitona-joshi.jp/shop/004801/,2025/08/04/10:20
焼きそばの想夫恋,045-963-1888,,,,,https://baitona-joshi.jp/shop/004802/,2025/08/04/10:20
くら寿司株式会社,03-5303-7610,大阪府堺市中区深阪1-2-2,田中邦彦,,https://www.kurasushi.co.jp/company/company/aboutus.php,https://baitona-joshi.jp/shop/004803/,2025/08/04/10:20
株式会社ジョイフル,093-692-2314,大分県大分市三川新町一丁目1番45号,穴見くるみ,ファミリーレストラン「ジョイフル」のチェーン展開,https://www.joyfull.co.jp/company/profile/,https://baitona-joshi.jp/shop/004804/,2025/08/04/10:20
松野歯科医院,03-3859-4182,,,,,https://baitona-joshi.jp/shop/004805/,2025/08/04/10:20
